entry,at,order
"The player ""Gautam @ XR0UMSLq50"" quits the game with a stack of 0.",2021-01-06T05:05:54.060Z,160990955406300
"""Gautam @ XR0UMSLq50"" shows a Q♠, 10♦.",2021-01-06T05:05:50.647Z,160990955064800
"-- ending hand #127 --",2021-01-06T05:05:47.531Z,160990954753302
"""Tony @ I8y9iW09Dh"" collected 1950 from pot with Full House, A's over Q's (combination: A♠, A♥, A♦, Q♦, Q♥)",2021-01-06T05:05:47.531Z,160990954753301
"""Tony @ I8y9iW09Dh"" shows a A♠, 6♥.",2021-01-06T05:05:47.531Z,160990954753300
"""Gautam @ XR0UMSLq50"" calls 615 and go all in",2021-01-06T05:05:46.718Z,160990954671900
"""Tony @ I8y9iW09Dh"" bets 615",2021-01-06T05:05:37.411Z,160990953741100
"River: A♥, Q♦, Q♥, 6♦ [A♦]",2021-01-06T05:05:19.976Z,160990951998300
"""Tony @ I8y9iW09Dh"" calls 240",2021-01-06T05:05:19.170Z,160990951917000
"""Gautam @ XR0UMSLq50"" raises to 240",2021-01-06T05:04:55.028Z,160990949502900
"""Tony @ I8y9iW09Dh"" bets 120",2021-01-06T05:04:34.942Z,160990947494200
"Turn: A♥, Q♦, Q♥ [6♦]",2021-01-06T05:04:24.628Z,160990946462900
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-06T05:04:23.817Z,160990946381800
"""Tony @ I8y9iW09Dh"" bets 60",2021-01-06T05:04:15.731Z,160990945573200
"Flop:  [A♥, Q♦, Q♥]",2021-01-06T05:04:06.505Z,160990944650600
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-06T05:04:05.700Z,160990944570100
"""Tony @ I8y9iW09Dh"" raises to 60",2021-01-06T05:04:00.447Z,160990944044800
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T05:03:43.401Z,160990942340200
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T05:03:15.328Z,160990939532905
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T05:03:15.328Z,160990939532904
"Your hand is 7♠, 6♥",2021-01-06T05:03:15.328Z,160990939532903
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (975) | #4 ""Tony @ I8y9iW09Dh"" (1900)",2021-01-06T05:03:15.328Z,160990939532901
"-- starting hand #127  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T05:03:15.328Z,160990939532900
"-- ending hand #126 --",2021-01-06T05:03:12.418Z,160990939241902
"""Tony @ I8y9iW09Dh"" collected 360 from pot",2021-01-06T05:03:12.418Z,160990939241901
"Uncalled bet of 200 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T05:03:12.418Z,160990939241900
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T05:03:11.613Z,160990939161300
"""Tony @ I8y9iW09Dh"" bets 200",2021-01-06T05:01:33.296Z,160990929329600
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T05:01:29.130Z,160990928913400
"Turn: 9♠, 6♣, 5♠ [K♦]",2021-01-06T05:00:51.728Z,160990925172900
"""Tony @ I8y9iW09Dh"" calls 120",2021-01-06T05:00:50.920Z,160990925092000
"""Gautam @ XR0UMSLq50"" raises to 120",2021-01-06T05:00:48.797Z,160990924879800
"""Tony @ I8y9iW09Dh"" bets 60",2021-01-06T05:00:41.684Z,160990924168500
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T05:00:36.714Z,160990923671500
"Flop:  [9♠, 6♣, 5♠]",2021-01-06T05:00:25.523Z,160990922552400
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-06T05:00:24.717Z,160990922471800
"""Tony @ I8y9iW09Dh"" raises to 60",2021-01-06T05:00:11.137Z,160990921113800
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T05:00:08.420Z,160990920842105
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T05:00:08.420Z,160990920842104
"Your hand is 7♣, A♦",2021-01-06T05:00:08.420Z,160990920842103
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1155) | #4 ""Tony @ I8y9iW09Dh"" (1720)",2021-01-06T05:00:08.420Z,160990920842101
"-- starting hand #126  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T05:00:08.420Z,160990920842100
"-- ending hand #125 --",2021-01-06T05:00:05.482Z,160990920548302
"""Gautam @ XR0UMSLq50"" collected 160 from pot",2021-01-06T05:00:05.482Z,160990920548301
"Uncalled bet of 80 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T05:00:05.482Z,160990920548300
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T05:00:04.677Z,160990920467700
"""Gautam @ XR0UMSLq50"" bets 80",2021-01-06T04:59:58.939Z,160990919894000
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:59:52.381Z,160990919238200
"Turn: 3♠, 9♠, A♣ [J♦]",2021-01-06T04:58:59.933Z,160990913993400
"""Gautam @ XR0UMSLq50"" calls 40",2021-01-06T04:58:59.128Z,160990913912900
"""Tony @ I8y9iW09Dh"" bets 40",2021-01-06T04:58:53.662Z,160990913366300
"Flop:  [3♠, 9♠, A♣]",2021-01-06T04:58:48.369Z,160990912837000
"""Tony @ I8y9iW09Dh"" calls 40",2021-01-06T04:58:47.559Z,160990912756100
"""Gautam @ XR0UMSLq50"" raises to 40",2021-01-06T04:58:40.831Z,160990912083200
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:58:35.538Z,160990911553905
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:58:35.538Z,160990911553904
"Your hand is 7♣, 3♣",2021-01-06T04:58:35.538Z,160990911553903
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1075) | #4 ""Tony @ I8y9iW09Dh"" (1800)",2021-01-06T04:58:35.538Z,160990911553901
"-- starting hand #125  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:58:35.538Z,160990911553900
"-- ending hand #124 --",2021-01-06T04:58:32.624Z,160990911262502
"""Gautam @ XR0UMSLq50"" collected 20 from pot",2021-01-06T04:58:32.624Z,160990911262501
"Uncalled bet of 10 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T04:58:32.624Z,160990911262500
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:58:31.816Z,160990911181700
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:58:30.351Z,160990911035205
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:58:30.351Z,160990911035204
"Your hand is 7♦, 2♠",2021-01-06T04:58:30.351Z,160990911035203
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1065) | #4 ""Tony @ I8y9iW09Dh"" (1810)",2021-01-06T04:58:30.351Z,160990911035201
"-- starting hand #124  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:58:30.351Z,160990911035200
"-- ending hand #123 --",2021-01-06T04:58:27.428Z,160990910742902
"""Gautam @ XR0UMSLq50"" collected 80 from pot",2021-01-06T04:58:27.428Z,160990910742901
"Uncalled bet of 40 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T04:58:27.428Z,160990910742900
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:58:26.616Z,160990910661700
"""Gautam @ XR0UMSLq50"" bets 40",2021-01-06T04:58:25.228Z,160990910522900
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:58:18.100Z,160990909810200
"Flop:  [8♣, K♠, Q♦]",2021-01-06T04:58:13.568Z,160990909356900
"""Tony @ I8y9iW09Dh"" calls 40",2021-01-06T04:58:12.761Z,160990909276200
"""Gautam @ XR0UMSLq50"" raises to 40",2021-01-06T04:58:09.734Z,160990908973500
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:58:01.461Z,160990908146305
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:58:01.461Z,160990908146304
"Your hand is 7♠, 10♦",2021-01-06T04:58:01.461Z,160990908146303
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1025) | #4 ""Tony @ I8y9iW09Dh"" (1850)",2021-01-06T04:58:01.461Z,160990908146301
"-- starting hand #123  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:58:01.461Z,160990908146300
"-- ending hand #122 --",2021-01-06T04:57:58.537Z,160990907853802
"""Gautam @ XR0UMSLq50"" collected 240 from pot",2021-01-06T04:57:58.537Z,160990907853801
"Uncalled bet of 180 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T04:57:58.537Z,160990907853800
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:57:57.723Z,160990907772300
"""Gautam @ XR0UMSLq50"" bets 180",2021-01-06T04:57:55.884Z,160990907588500
"Turn: 5♣, 8♣, 5♦ [K♠]",2021-01-06T04:57:38.119Z,160990905812000
"""Tony @ I8y9iW09Dh"" calls 60",2021-01-06T04:57:37.312Z,160990905731300
"""Gautam @ XR0UMSLq50"" bets 60",2021-01-06T04:57:34.352Z,160990905435500
"Flop:  [5♣, 8♣, 5♦]",2021-01-06T04:57:09.314Z,160990902931500
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-06T04:57:08.510Z,160990902851100
"""Tony @ I8y9iW09Dh"" raises to 60",2021-01-06T04:57:06.543Z,160990902654300
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:57:04.127Z,160990902412805
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:57:04.127Z,160990902412804
"Your hand is 7♣, J♠",2021-01-06T04:57:04.127Z,160990902412803
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (905) | #4 ""Tony @ I8y9iW09Dh"" (1970)",2021-01-06T04:57:04.127Z,160990902412801
"-- starting hand #122  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:57:04.127Z,160990902412800
"-- ending hand #121 --",2021-01-06T04:57:01.206Z,160990902120702
"""Gautam @ XR0UMSLq50"" collected 40 from pot",2021-01-06T04:57:01.206Z,160990902120701
"Uncalled bet of 40 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T04:57:01.206Z,160990902120700
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:57:00.395Z,160990902039600
"""Gautam @ XR0UMSLq50"" bets 40",2021-01-06T04:56:58.863Z,160990901886400
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:56:49.781Z,160990900978100
"Flop:  [7♥, 6♣, J♣]",2021-01-06T04:56:46.754Z,160990900675500
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:56:45.943Z,160990900594300
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T04:56:27.293Z,160990898729400
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:55:59.500Z,160990895950105
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:55:59.500Z,160990895950104
"Your hand is 7♥, K♦",2021-01-06T04:55:59.500Z,160990895950103
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (885) | #4 ""Tony @ I8y9iW09Dh"" (1990)",2021-01-06T04:55:59.500Z,160990895950101
"-- starting hand #121  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:55:59.500Z,160990895950100
"-- ending hand #120 --",2021-01-06T04:55:56.592Z,160990895659202
"""Tony @ I8y9iW09Dh"" collected 120 from pot",2021-01-06T04:55:56.592Z,160990895659201
"Uncalled bet of 55 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T04:55:56.592Z,160990895659200
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:55:55.786Z,160990895578700
"""Tony @ I8y9iW09Dh"" bets 55",2021-01-06T04:55:30.707Z,160990893070800
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:55:14.554Z,160990891455400
"River: 3♦, J♠, A♥, 5♣ [3♥]",2021-01-06T04:54:33.225Z,160990887322700
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T04:54:32.418Z,160990887241900
"""Tony @ I8y9iW09Dh"" bets 20",2021-01-06T04:54:24.025Z,160990886402600
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:54:14.830Z,160990885483100
"Turn: 3♦, J♠, A♥ [5♣]",2021-01-06T04:54:09.739Z,160990884974100
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:54:08.934Z,160990884893400
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:54:04.420Z,160990884442100
"Flop:  [3♦, J♠, A♥]",2021-01-06T04:53:30.212Z,160990881021400
"""Tony @ I8y9iW09Dh"" calls 40",2021-01-06T04:53:29.400Z,160990880940100
"""Gautam @ XR0UMSLq50"" raises to 40",2021-01-06T04:53:22.235Z,160990880223600
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-06T04:53:16.109Z,160990879610900
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:52:54.579Z,160990877458005
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:52:54.579Z,160990877458004
"Your hand is 7♠, 4♣",2021-01-06T04:52:54.579Z,160990877458003
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (945) | #4 ""Tony @ I8y9iW09Dh"" (1930)",2021-01-06T04:52:54.579Z,160990877458001
"-- starting hand #120  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:52:54.579Z,160990877458000
"-- ending hand #119 --",2021-01-06T04:52:51.634Z,160990877163502
"""Gautam @ XR0UMSLq50"" collected 40 from pot",2021-01-06T04:52:51.634Z,160990877163501
"Uncalled bet of 20 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T04:52:51.634Z,160990877163500
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:52:50.827Z,160990877082800
"""Gautam @ XR0UMSLq50"" raises to 40",2021-01-06T04:52:48.095Z,160990876809500
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:52:43.791Z,160990876379205
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:52:43.791Z,160990876379204
"Your hand is 7♥, 5♣",2021-01-06T04:52:43.791Z,160990876379203
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (925) | #4 ""Tony @ I8y9iW09Dh"" (1950)",2021-01-06T04:52:43.791Z,160990876379201
"-- starting hand #119  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:52:43.791Z,160990876379200
"-- ending hand #118 --",2021-01-06T04:52:40.857Z,160990876085802
"""Tony @ I8y9iW09Dh"" collected 80 from pot",2021-01-06T04:52:40.857Z,160990876085801
"Uncalled bet of 60 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T04:52:40.857Z,160990876085800
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:52:40.047Z,160990876004800
"""Tony @ I8y9iW09Dh"" raises to 80",2021-01-06T04:51:24.747Z,160990868474800
"""Gautam @ XR0UMSLq50"" bets 20",2021-01-06T04:51:21.133Z,160990868113400
"Flop:  [10♠, 3♠, 4♠]",2021-01-06T04:51:12.568Z,160990867256900
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:51:11.760Z,160990867176100
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-06T04:50:58.361Z,160990865836200
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:50:48.620Z,160990864862205
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:50:48.620Z,160990864862204
"Your hand is 7♦, 4♣",2021-01-06T04:50:48.620Z,160990864862203
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (965) | #4 ""Tony @ I8y9iW09Dh"" (1910)",2021-01-06T04:50:48.620Z,160990864862201
"-- starting hand #118  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:50:48.620Z,160990864862200
"-- ending hand #117 --",2021-01-06T04:50:45.689Z,160990864569002
"""Tony @ I8y9iW09Dh"" collected 20 from pot",2021-01-06T04:50:45.689Z,160990864569001
"Uncalled bet of 10 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T04:50:45.689Z,160990864569000
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:50:44.876Z,160990864487700
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:50:40.011Z,160990864001205
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:50:40.011Z,160990864001204
"Your hand is 7♣, 8♥",2021-01-06T04:50:40.011Z,160990864001203
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (975) | #4 ""Tony @ I8y9iW09Dh"" (1900)",2021-01-06T04:50:40.011Z,160990864001201
"-- starting hand #117  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:50:40.011Z,160990864001200
"-- ending hand #116 --",2021-01-06T04:50:37.089Z,160990863709002
"""Gautam @ XR0UMSLq50"" collected 40 from pot",2021-01-06T04:50:37.089Z,160990863709001
"Uncalled bet of 40 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T04:50:37.089Z,160990863709000
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:50:36.282Z,160990863628300
"""Gautam @ XR0UMSLq50"" raises to 60",2021-01-06T04:50:23.845Z,160990862384600
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-06T04:50:17.785Z,160990861778500
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:50:10.266Z,160990861026705
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:50:10.266Z,160990861026704
"Your hand is 7♦, 7♠",2021-01-06T04:50:10.266Z,160990861026703
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (955) | #4 ""Tony @ I8y9iW09Dh"" (1920)",2021-01-06T04:50:10.266Z,160990861026701
"-- starting hand #116  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:50:10.266Z,160990861026700
"-- ending hand #115 --",2021-01-06T04:50:07.347Z,160990860734802
"""Tony @ I8y9iW09Dh"" collected 20 from pot",2021-01-06T04:50:07.347Z,160990860734801
"Uncalled bet of 10 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T04:50:07.347Z,160990860734800
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:50:06.538Z,160990860653800
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:50:01.531Z,160990860153205
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:50:01.531Z,160990860153204
"Your hand is 7♥, 2♦",2021-01-06T04:50:01.531Z,160990860153203
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (965) | #4 ""Tony @ I8y9iW09Dh"" (1910)",2021-01-06T04:50:01.531Z,160990860153201
"-- starting hand #115  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:50:01.531Z,160990860153200
"-- ending hand #114 --",2021-01-06T04:49:58.609Z,160990859861002
"""Tony @ I8y9iW09Dh"" collected 40 from pot",2021-01-06T04:49:58.609Z,160990859861001
"Uncalled bet of 30 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T04:49:58.609Z,160990859861000
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:49:57.804Z,160990859780400
"""Tony @ I8y9iW09Dh"" raises to 50",2021-01-06T04:49:51.762Z,160990859176200
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:49:46.897Z,160990858689805
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:49:46.897Z,160990858689804
"Your hand is 7♥, 5♦",2021-01-06T04:49:46.897Z,160990858689803
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (985) | #4 ""Tony @ I8y9iW09Dh"" (1890)",2021-01-06T04:49:46.897Z,160990858689801
"-- starting hand #114  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:49:46.897Z,160990858689800
"-- ending hand #113 --",2021-01-06T04:49:43.984Z,160990858398402
"""Tony @ I8y9iW09Dh"" collected 40 from pot",2021-01-06T04:49:43.984Z,160990858398401
"Uncalled bet of 40 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T04:49:43.984Z,160990858398400
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:49:43.161Z,160990858316300
"""Tony @ I8y9iW09Dh"" raises to 60",2021-01-06T04:49:32.040Z,160990857204100
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T04:49:28.387Z,160990856838800
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:49:22.321Z,160990856232305
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:49:22.321Z,160990856232304
"Your hand is 7♦, 2♦",2021-01-06T04:49:22.321Z,160990856232303
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1005) | #4 ""Tony @ I8y9iW09Dh"" (1870)",2021-01-06T04:49:22.321Z,160990856232301
"-- starting hand #113  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:49:22.321Z,160990856232300
"-- ending hand #112 --",2021-01-06T04:49:19.385Z,160990855939902
"""Gautam @ XR0UMSLq50"" collected 120 from pot",2021-01-06T04:49:19.385Z,160990855939901
"Uncalled bet of 60 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T04:49:19.385Z,160990855939900
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:49:18.573Z,160990855857300
"""Gautam @ XR0UMSLq50"" bets 60",2021-01-06T04:49:08.954Z,160990854895500
"Flop:  [Q♥, 7♦, K♦]",2021-01-06T04:49:01.662Z,160990854166300
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-06T04:49:00.849Z,160990854085000
"""Tony @ I8y9iW09Dh"" raises to 60",2021-01-06T04:48:55.335Z,160990853533600
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:48:47.791Z,160990852779205
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:48:47.791Z,160990852779204
"Your hand is 7♥, 3♠",2021-01-06T04:48:47.791Z,160990852779203
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (945) | #4 ""Tony @ I8y9iW09Dh"" (1930)",2021-01-06T04:48:47.791Z,160990852779201
"-- starting hand #112  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:48:47.791Z,160990852779200
"-- ending hand #111 --",2021-01-06T04:48:44.873Z,160990852487402
"""Tony @ I8y9iW09Dh"" collected 80 from pot",2021-01-06T04:48:44.873Z,160990852487401
"Uncalled bet of 60 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T04:48:44.873Z,160990852487400
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:48:44.066Z,160990852406700
"""Tony @ I8y9iW09Dh"" bets 60",2021-01-06T04:48:37.642Z,160990851764600
"Flop:  [3♥, 4♣, 5♥]",2021-01-06T04:48:17.530Z,160990849753100
"""Tony @ I8y9iW09Dh"" calls 40",2021-01-06T04:48:16.720Z,160990849672000
"""Gautam @ XR0UMSLq50"" raises to 40",2021-01-06T04:48:13.786Z,160990849378700
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:47:55.494Z,160990847549505
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:47:55.494Z,160990847549504
"Your hand is 7♣, 6♥",2021-01-06T04:47:55.494Z,160990847549503
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (985) | #4 ""Tony @ I8y9iW09Dh"" (1890)",2021-01-06T04:47:55.494Z,160990847549501
"-- starting hand #111  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:47:55.494Z,160990847549500
"-- ending hand #110 --",2021-01-06T04:47:52.574Z,160990847257502
"""Tony @ I8y9iW09Dh"" collected 600 from pot",2021-01-06T04:47:52.574Z,160990847257501
"Uncalled bet of 600 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T04:47:52.574Z,160990847257500
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:47:51.769Z,160990847176900
"""Tony @ I8y9iW09Dh"" bets 600",2021-01-06T04:47:27.245Z,160990844724600
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:47:21.406Z,160990844140700
"River: 5♦, 7♦, 7♣, 4♦ [8♥]",2021-01-06T04:47:03.943Z,160990842394500
"""Tony @ I8y9iW09Dh"" calls 200",2021-01-06T04:47:03.137Z,160990842313800
"""Gautam @ XR0UMSLq50"" raises to 200",2021-01-06T04:47:00.730Z,160990842073100
"""Tony @ I8y9iW09Dh"" bets 50",2021-01-06T04:46:34.573Z,160990839457400
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:46:31.568Z,160990839156900
"Turn: 5♦, 7♦, 7♣ [4♦]",2021-01-06T04:46:27.613Z,160990838761400
"""Tony @ I8y9iW09Dh"" calls 40",2021-01-06T04:46:26.807Z,160990838680800
"""Gautam @ XR0UMSLq50"" bets 40",2021-01-06T04:46:23.989Z,160990838398900
"Flop:  [5♦, 7♦, 7♣]",2021-01-06T04:46:13.844Z,160990837384500
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-06T04:46:13.038Z,160990837303900
"""Tony @ I8y9iW09Dh"" raises to 60",2021-01-06T04:46:08.086Z,160990836808600
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:46:01.382Z,160990836138305
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:46:01.382Z,160990836138304
"Your hand is 7♦, A♠",2021-01-06T04:46:01.382Z,160990836138303
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1285) | #4 ""Tony @ I8y9iW09Dh"" (1590)",2021-01-06T04:46:01.382Z,160990836138301
"-- starting hand #110  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:46:01.382Z,160990836138300
"-- ending hand #109 --",2021-01-06T04:45:58.465Z,160990835846602
"""Tony @ I8y9iW09Dh"" collected 20 from pot",2021-01-06T04:45:58.465Z,160990835846601
"Uncalled bet of 10 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T04:45:58.465Z,160990835846600
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:45:57.657Z,160990835765800
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:45:21.980Z,160990832198205
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:45:21.980Z,160990832198204
"Your hand is 7♣, 4♠",2021-01-06T04:45:21.980Z,160990832198203
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1295) | #4 ""Tony @ I8y9iW09Dh"" (1580)",2021-01-06T04:45:21.980Z,160990832198201
"-- starting hand #109  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:45:21.980Z,160990832198200
"-- ending hand #108 --",2021-01-06T04:45:15.955Z,160990831595603
"""Gautam @ XR0UMSLq50"" shows a Q♦, J♥.",2021-01-06T04:45:15.955Z,160990831595602
"""Tony @ I8y9iW09Dh"" collected 320 from pot with Pair, 9's (combination: 9♠, 9♣, A♥, K♣, 10♠)",2021-01-06T04:45:15.955Z,160990831595601
"""Tony @ I8y9iW09Dh"" shows a 2♦, K♣.",2021-01-06T04:45:15.955Z,160990831595600
