entry,at,order
"""travis @ KSAenvQzCz"" folds",2021-01-06T03:25:00.479Z,160990350048000
"""Asher @ 19TVcwV9oC"" raises to 100",2021-01-06T03:24:59.633Z,160990349963400
"""Cody @ HO1vaicBKi"" folds",2021-01-06T03:24:55.313Z,160990349531400
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T03:24:52.331Z,160990349233208
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T03:24:52.331Z,160990349233207
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (960) | #4 ""Tony @ I8y9iW09Dh"" (1450) | #7 ""Cody @ HO1vaicBKi"" (1600) | #8 ""Asher @ 19TVcwV9oC"" (1745) | #9 ""travis @ KSAenvQzCz"" (1245)",2021-01-06T03:24:52.331Z,160990349233201
"-- starting hand #50  (No Limit Texas Hold'em) (dealer: ""travis @ KSAenvQzCz"") --",2021-01-06T03:24:52.331Z,160990349233200
"-- ending hand #49 --",2021-01-06T03:24:46.303Z,160990348630402
"""Cody @ HO1vaicBKi"" collected 880 from pot with Full House, 4's over A's (combination: 4♠, 4♣, 4♥, A♣, A♠)",2021-01-06T03:24:46.303Z,160990348630401
"""Cody @ HO1vaicBKi"" shows a A♣, 4♠.",2021-01-06T03:24:46.303Z,160990348630400
"""travis @ KSAenvQzCz"" calls 200",2021-01-06T03:24:45.496Z,160990348549700
"""Cody @ HO1vaicBKi"" raises to 200",2021-01-06T03:24:14.642Z,160990345464300
"""travis @ KSAenvQzCz"" bets 50",2021-01-06T03:24:08.878Z,160990344887800
"River: 2♣, 4♣, A♠, 4♥ [2♦]",2021-01-06T03:24:01.952Z,160990344196400
"""Cody @ HO1vaicBKi"" checks",2021-01-06T03:24:01.115Z,160990344111600
"""travis @ KSAenvQzCz"" checks",2021-01-06T03:23:59.133Z,160990343913400
"Turn: 2♣, 4♣, A♠ [4♥]",2021-01-06T03:23:47.007Z,160990342700900
"""travis @ KSAenvQzCz"" calls 160",2021-01-06T03:23:46.201Z,160990342620200
"""Cody @ HO1vaicBKi"" raises to 160",2021-01-06T03:23:34.918Z,160990341491900
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T03:23:26.781Z,160990340678200
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T03:23:25.873Z,160990340587400
"""travis @ KSAenvQzCz"" bets 80",2021-01-06T03:23:18.682Z,160990339868300
"Flop:  [2♣, 4♣, A♠]",2021-01-06T03:23:08.108Z,160990338810900
"""Tony @ I8y9iW09Dh"" calls 40",2021-01-06T03:23:07.300Z,160990338730100
"""Gautam @ XR0UMSLq50"" calls 40",2021-01-06T03:23:04.798Z,160990338479900
"""travis @ KSAenvQzCz"" calls 40",2021-01-06T03:22:59.978Z,160990337997900
"""Asher @ 19TVcwV9oC"" folds",2021-01-06T03:22:58.958Z,160990337895900
"""Cody @ HO1vaicBKi"" raises to 40",2021-01-06T03:22:58.118Z,160990337811900
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-06T03:22:52.516Z,160990337251800
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T03:22:37.206Z,160990335720708
"""travis @ KSAenvQzCz"" posts a small blind of 10",2021-01-06T03:22:37.206Z,160990335720707
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1000) | #4 ""Tony @ I8y9iW09Dh"" (1490) | #7 ""Cody @ HO1vaicBKi"" (1120) | #8 ""Asher @ 19TVcwV9oC"" (1745) | #9 ""travis @ KSAenvQzCz"" (1645)",2021-01-06T03:22:37.206Z,160990335720701
"-- starting hand #49  (No Limit Texas Hold'em) (dealer: ""Asher @ 19TVcwV9oC"") --",2021-01-06T03:22:37.206Z,160990335720700
"""Tony @ I8y9iW09Dh"" shows a 8♥, 5♥.",2021-01-06T03:22:34.919Z,160990335492000
"-- ending hand #48 --",2021-01-06T03:22:33.598Z,160990335359902
"""travis @ KSAenvQzCz"" collected 60 from pot",2021-01-06T03:22:33.598Z,160990335359901
"Uncalled bet of 60 returned to ""travis @ KSAenvQzCz""",2021-01-06T03:22:33.598Z,160990335359900
"""Asher @ 19TVcwV9oC"" folds",2021-01-06T03:22:32.793Z,160990335279400
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T03:22:31.958Z,160990335195900
"""travis @ KSAenvQzCz"" bets 60",2021-01-06T03:21:40.491Z,160990330049100
"""Asher @ 19TVcwV9oC"" checks",2021-01-06T03:21:29.420Z,160990328942100
"Turn: 2♦, 10♠, 9♠ [2♥]",2021-01-06T03:21:21.120Z,160990328112200
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T03:21:20.313Z,160990328031400
"""travis @ KSAenvQzCz"" checks",2021-01-06T03:21:14.467Z,160990327446800
"""Asher @ 19TVcwV9oC"" checks",2021-01-06T03:21:12.065Z,160990327206600
"Flop:  [2♦, 10♠, 9♠]",2021-01-06T03:21:09.361Z,160990326936200
"""travis @ KSAenvQzCz"" checks",2021-01-06T03:21:08.555Z,160990326855600
"""Asher @ 19TVcwV9oC"" calls 20",2021-01-06T03:21:05.434Z,160990326543500
"""Cody @ HO1vaicBKi"" folds",2021-01-06T03:20:59.271Z,160990325927200
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-06T03:20:55.896Z,160990325589700
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T03:20:52.149Z,160990325215000
"""travis @ KSAenvQzCz"" posts a big blind of 20",2021-01-06T03:20:47.662Z,160990324766308
"""Asher @ 19TVcwV9oC"" posts a small blind of 10",2021-01-06T03:20:47.662Z,160990324766307
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1000) | #4 ""Tony @ I8y9iW09Dh"" (1510) | #7 ""Cody @ HO1vaicBKi"" (1120) | #8 ""Asher @ 19TVcwV9oC"" (1765) | #9 ""travis @ KSAenvQzCz"" (1605)",2021-01-06T03:20:47.662Z,160990324766301
"-- starting hand #48  (No Limit Texas Hold'em) (dealer: ""Cody @ HO1vaicBKi"") --",2021-01-06T03:20:47.662Z,160990324766300
"-- ending hand #47 --",2021-01-06T03:20:44.738Z,160990324473901
"""Cody @ HO1vaicBKi"" collected 40 from pot",2021-01-06T03:20:44.738Z,160990324473900
"""Asher @ 19TVcwV9oC"" folds",2021-01-06T03:20:43.927Z,160990324392800
"""Cody @ HO1vaicBKi"" checks",2021-01-06T03:20:43.093Z,160990324309300
"Flop:  [6♠, K♦, 4♦]",2021-01-06T03:20:38.004Z,160990323800500
"""Asher @ 19TVcwV9oC"" checks",2021-01-06T03:20:37.198Z,160990323719800
"""Cody @ HO1vaicBKi"" calls 20",2021-01-06T03:20:34.130Z,160990323413100
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T03:20:31.651Z,160990323165100
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T03:20:30.770Z,160990323077100
"""travis @ KSAenvQzCz"" folds",2021-01-06T03:20:28.413Z,160990322841400
"""Asher @ 19TVcwV9oC"" posts a big blind of 20",2021-01-06T03:20:24.683Z,160990322468709
"""Cody @ HO1vaicBKi"" posts a small blind of 10",2021-01-06T03:20:24.683Z,160990322468708
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1000) | #4 ""Tony @ I8y9iW09Dh"" (1510) | #7 ""Cody @ HO1vaicBKi"" (1100) | #8 ""Asher @ 19TVcwV9oC"" (1785) | #9 ""travis @ KSAenvQzCz"" (1605)",2021-01-06T03:20:24.683Z,160990322468702
"-- starting hand #47  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T03:20:24.683Z,160990322468701
"The player ""Gautam @ XR0UMSLq50"" joined the game with a stack of 1000.",2021-01-06T03:20:24.683Z,160990322468700
"-- ending hand #46 --",2021-01-06T03:20:21.755Z,160990322175602
"""Cody @ HO1vaicBKi"" collected 40 from pot",2021-01-06T03:20:21.755Z,160990322175601
"Uncalled bet of 40 returned to ""Cody @ HO1vaicBKi""",2021-01-06T03:20:21.755Z,160990322175600
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T03:20:20.941Z,160990322094200
"""Cody @ HO1vaicBKi"" bets 40",2021-01-06T03:20:11.714Z,160990321171500
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T03:20:05.413Z,160990320541300
"Turn: 2♦, 7♣, A♠ [8♥]",2021-01-06T03:20:01.956Z,160990320195800
"""Cody @ HO1vaicBKi"" checks",2021-01-06T03:20:01.145Z,160990320114600
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T03:19:56.182Z,160990319618300
"Flop:  [2♦, 7♣, A♠]",2021-01-06T03:19:47.392Z,160990318739300
"""Cody @ HO1vaicBKi"" checks",2021-01-06T03:19:46.581Z,160990318658200
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-06T03:19:45.681Z,160990318568200
"""travis @ KSAenvQzCz"" folds",2021-01-06T03:19:42.431Z,160990318243300
"""Asher @ 19TVcwV9oC"" folds",2021-01-06T03:19:41.353Z,160990318135400
"""Cody @ HO1vaicBKi"" posts a big blind of 20",2021-01-06T03:19:34.393Z,160990317439607
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T03:19:34.393Z,160990317439606
"Player stacks: #4 ""Tony @ I8y9iW09Dh"" (1530) | #7 ""Cody @ HO1vaicBKi"" (1080) | #8 ""Asher @ 19TVcwV9oC"" (1785) | #9 ""travis @ KSAenvQzCz"" (1605)",2021-01-06T03:19:34.393Z,160990317439601
"-- starting hand #46  (No Limit Texas Hold'em) (dealer: ""travis @ KSAenvQzCz"") --",2021-01-06T03:19:34.393Z,160990317439600
"-- ending hand #45 --",2021-01-06T03:19:31.446Z,160990317144602
"""Asher @ 19TVcwV9oC"" collected 270 from pot",2021-01-06T03:19:31.446Z,160990317144601
"Uncalled bet of 120 returned to ""Asher @ 19TVcwV9oC""",2021-01-06T03:19:31.446Z,160990317144600
"""Cody @ HO1vaicBKi"" folds",2021-01-06T03:19:30.634Z,160990317063500
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T03:19:22.438Z,160990316243900
"""Asher @ 19TVcwV9oC"" raises to 160",2021-01-06T03:19:19.860Z,160990315986100
"""Cody @ HO1vaicBKi"" bets 40",2021-01-06T03:19:15.300Z,160990315530100
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T03:19:11.033Z,160990315103400
"Flop:  [2♥, 9♥, 7♦]",2021-01-06T03:19:08.844Z,160990314884500
"""Tony @ I8y9iW09Dh"" calls 60",2021-01-06T03:19:08.038Z,160990314803900
"The admin approved the player ""Gautam @ XR0UMSLq50"" participation with a stack of 1000.",2021-01-06T03:18:57.936Z,160990313794000
"""travis @ KSAenvQzCz"" folds",2021-01-06T03:18:57.876Z,160990313787700
"""Asher @ 19TVcwV9oC"" calls 60",2021-01-06T03:18:57.010Z,160990313701000
"The player ""Gautam @ XR0UMSLq50"" requested a seat.",2021-01-06T03:18:52.579Z,160990313258000
"""Cody @ HO1vaicBKi"" raises to 60",2021-01-06T03:18:48.481Z,160990312848200
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T03:18:42.990Z,160990312299408
"""travis @ KSAenvQzCz"" posts a small blind of 10",2021-01-06T03:18:42.990Z,160990312299407
"Player stacks: #4 ""Tony @ I8y9iW09Dh"" (1590) | #7 ""Cody @ HO1vaicBKi"" (1180) | #8 ""Asher @ 19TVcwV9oC"" (1615) | #9 ""travis @ KSAenvQzCz"" (1615)",2021-01-06T03:18:42.990Z,160990312299402
"-- starting hand #45  (No Limit Texas Hold'em) (dealer: ""Asher @ 19TVcwV9oC"") --",2021-01-06T03:18:42.990Z,160990312299401
"The player ""Gautam @ XR0UMSLq50"" quits the game with a stack of 0.",2021-01-06T03:18:42.990Z,160990312299400
"""Cody @ HO1vaicBKi"" shows a 5♦, 6♦.",2021-01-06T03:18:40.482Z,160990312048300
"-- ending hand #44 --",2021-01-06T03:18:36.479Z,160990311648101
"""Tony @ I8y9iW09Dh"" collected 1170 from pot with Two Pair, Q's & 6's (combination: Q♥, Q♠, 6♥, 6♠, K♠)",2021-01-06T03:18:36.479Z,160990311648100
"""Gautam @ XR0UMSLq50"" shows a Q♣, 5♥.",2021-01-06T03:18:34.839Z,160990311484000
"River: Q♠, 6♥, 6♠, 9♦ [5♣]",2021-01-06T03:18:33.462Z,160990311346500
"Turn: Q♠, 6♥, 6♠ [9♦]",2021-01-06T03:18:30.441Z,160990311044300
"""Tony @ I8y9iW09Dh"" shows a Q♥, K♠.",2021-01-06T03:18:29.382Z,160990310938300
"Uncalled bet of 30 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T03:18:27.437Z,160990310743800
"""Gautam @ XR0UMSLq50"" calls 470 and go all in",2021-01-06T03:18:26.628Z,160990310662900
"""Tony @ I8y9iW09Dh"" raises to 500",2021-01-06T03:18:17.993Z,160990309799400
"""Gautam @ XR0UMSLq50"" bets 120",2021-01-06T03:17:37.592Z,160990305759400
"Flop:  [Q♠, 6♥, 6♠]",2021-01-06T03:17:27.118Z,160990304712000
"""Gautam @ XR0UMSLq50"" calls 100",2021-01-06T03:17:26.306Z,160990304630700
"""travis @ KSAenvQzCz"" folds",2021-01-06T03:16:31.698Z,160990299169900
"""Asher @ 19TVcwV9oC"" folds",2021-01-06T03:16:26.611Z,160990298661200
"""Cody @ HO1vaicBKi"" folds",2021-01-06T03:16:25.774Z,160990298577500
"""Tony @ I8y9iW09Dh"" raises to 100",2021-01-06T03:16:24.076Z,160990298407600
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T03:16:16.479Z,160990297648000
"""travis @ KSAenvQzCz"" posts a big blind of 20",2021-01-06T03:16:02.677Z,160990296267808
"""Asher @ 19TVcwV9oC"" posts a small blind of 10",2021-01-06T03:16:02.677Z,160990296267807
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (570) | #4 ""Tony @ I8y9iW09Dh"" (990) | #7 ""Cody @ HO1vaicBKi"" (1180) | #8 ""Asher @ 19TVcwV9oC"" (1625) | #9 ""travis @ KSAenvQzCz"" (1635)",2021-01-06T03:16:02.677Z,160990296267801
"-- starting hand #44  (No Limit Texas Hold'em) (dealer: ""Cody @ HO1vaicBKi"") --",2021-01-06T03:16:02.677Z,160990296267800
"-- ending hand #43 --",2021-01-06T03:15:59.747Z,160990295974802
"""Cody @ HO1vaicBKi"" collected 140 from pot",2021-01-06T03:15:59.747Z,160990295974801
"Uncalled bet of 80 returned to ""Cody @ HO1vaicBKi""",2021-01-06T03:15:59.747Z,160990295974800
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T03:15:58.942Z,160990295894200
"""Asher @ 19TVcwV9oC"" folds",2021-01-06T03:15:18.192Z,160990291819300
"""Cody @ HO1vaicBKi"" raises to 140",2021-01-06T03:15:17.356Z,160990291735700
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T03:15:01.020Z,160990290102100
"""Gautam @ XR0UMSLq50"" raises to 60",2021-01-06T03:14:59.824Z,160990289982500
"""travis @ KSAenvQzCz"" folds",2021-01-06T03:14:45.282Z,160990288528300
"""Asher @ 19TVcwV9oC"" posts a big blind of 20",2021-01-06T03:14:43.138Z,160990288314008
"""Cody @ HO1vaicBKi"" posts a small blind of 10",2021-01-06T03:14:43.138Z,160990288314007
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (630) | #4 ""Tony @ I8y9iW09Dh"" (990) | #7 ""Cody @ HO1vaicBKi"" (1100) | #8 ""Asher @ 19TVcwV9oC"" (1645) | #9 ""travis @ KSAenvQzCz"" (1635)",2021-01-06T03:14:43.138Z,160990288314001
"-- starting hand #43  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T03:14:43.138Z,160990288314000
"""Asher @ 19TVcwV9oC"" shows a K♣, A♥.",2021-01-06T03:14:41.009Z,160990288101000
"-- ending hand #42 --",2021-01-06T03:14:39.508Z,160990287950902
"""Asher @ 19TVcwV9oC"" collected 180 from pot",2021-01-06T03:14:39.508Z,160990287950901
"Uncalled bet of 80 returned to ""Asher @ 19TVcwV9oC""",2021-01-06T03:14:39.508Z,160990287950900
"""Cody @ HO1vaicBKi"" folds",2021-01-06T03:14:38.693Z,160990287869400
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T03:14:33.218Z,160990287321900
"""Asher @ 19TVcwV9oC"" bets 80",2021-01-06T03:14:29.209Z,160990286921000
"""Cody @ HO1vaicBKi"" checks",2021-01-06T03:14:25.784Z,160990286578500
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T03:14:24.227Z,160990286422700
"Flop:  [Q♣, 10♥, 9♠]",2021-01-06T03:14:19.913Z,160990285991400
"""Cody @ HO1vaicBKi"" calls 60",2021-01-06T03:14:19.106Z,160990285910700
"""Tony @ I8y9iW09Dh"" calls 60",2021-01-06T03:14:16.988Z,160990285698900
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T03:14:16.075Z,160990285607500
"""travis @ KSAenvQzCz"" folds",2021-01-06T03:14:01.786Z,160990284178800
"""Asher @ 19TVcwV9oC"" raises to 60",2021-01-06T03:14:00.601Z,160990284060200
"""Cody @ HO1vaicBKi"" posts a big blind of 20",2021-01-06T03:13:54.283Z,160990283428408
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T03:13:54.283Z,160990283428407
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (630) | #4 ""Tony @ I8y9iW09Dh"" (1050) | #7 ""Cody @ HO1vaicBKi"" (1160) | #8 ""Asher @ 19TVcwV9oC"" (1525) | #9 ""travis @ KSAenvQzCz"" (1635)",2021-01-06T03:13:54.283Z,160990283428401
"-- starting hand #42  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T03:13:54.283Z,160990283428400
"-- ending hand #41 --",2021-01-06T03:13:51.346Z,160990283134702
"""Tony @ I8y9iW09Dh"" collected 90 from pot",2021-01-06T03:13:51.346Z,160990283134701
"Uncalled bet of 40 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T03:13:51.346Z,160990283134700
"""Asher @ 19TVcwV9oC"" folds",2021-01-06T03:13:50.536Z,160990283053600
"""Tony @ I8y9iW09Dh"" bets 40",2021-01-06T03:13:46.262Z,160990282626300
"River: 10♠, 6♣, Q♥, 10♥ [6♦]",2021-01-06T03:13:40.937Z,160990282094200
"""Asher @ 19TVcwV9oC"" checks",2021-01-06T03:13:40.128Z,160990282012800
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T03:13:37.497Z,160990281749800
"Turn: 10♠, 6♣, Q♥ [10♥]",2021-01-06T03:13:32.583Z,160990281258500
"""Asher @ 19TVcwV9oC"" checks",2021-01-06T03:13:31.777Z,160990281177800
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T03:13:30.929Z,160990281093000
"Flop:  [10♠, 6♣, Q♥]",2021-01-06T03:13:06.326Z,160990278632700
"""Tony @ I8y9iW09Dh"" calls 40",2021-01-06T03:13:05.520Z,160990278552000
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T03:12:57.278Z,160990277727900
"""travis @ KSAenvQzCz"" folds",2021-01-06T03:12:40.094Z,160990276009500
"""Asher @ 19TVcwV9oC"" raises to 40",2021-01-06T03:12:39.233Z,160990275923400
"""Cody @ HO1vaicBKi"" folds",2021-01-06T03:12:25.695Z,160990274569600
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T03:12:23.955Z,160990274396109
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T03:12:23.955Z,160990274396108
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (640) | #4 ""Tony @ I8y9iW09Dh"" (1000) | #7 ""Cody @ HO1vaicBKi"" (1160) | #8 ""Asher @ 19TVcwV9oC"" (1565) | #9 ""travis @ KSAenvQzCz"" (1635)",2021-01-06T03:12:23.955Z,160990274396102
"-- starting hand #41  (No Limit Texas Hold'em) (dealer: ""travis @ KSAenvQzCz"") --",2021-01-06T03:12:23.955Z,160990274396101
"The player ""Tony @ I8y9iW09Dh"" joined the game with a stack of 1000.",2021-01-06T03:12:23.955Z,160990274396100
"-- ending hand #40 --",2021-01-06T03:12:21.037Z,160990274103802
"""Gautam @ XR0UMSLq50"" collected 360 from pot",2021-01-06T03:12:21.037Z,160990274103801
"Uncalled bet of 280 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T03:12:21.037Z,160990274103800
"""travis @ KSAenvQzCz"" folds",2021-01-06T03:12:20.220Z,160990274022100
"""Gautam @ XR0UMSLq50"" bets 280 and go all in",2021-01-06T03:12:18.477Z,160990273847700
"""travis @ KSAenvQzCz"" checks",2021-01-06T03:12:02.948Z,160990272294900
"River: 10♦, 2♥, 5♣, 4♣ [2♦]",2021-01-06T03:11:22.698Z,160990268270100
"""travis @ KSAenvQzCz"" calls 120",2021-01-06T03:11:21.886Z,160990268188700
"""Gautam @ XR0UMSLq50"" bets 120",2021-01-06T03:10:26.771Z,160990262677200
"""travis @ KSAenvQzCz"" checks",2021-01-06T03:10:18.227Z,160990261822800
"Turn: 10♦, 2♥, 5♣ [4♣]",2021-01-06T03:10:13.046Z,160990261304900
"""travis @ KSAenvQzCz"" calls 40",2021-01-06T03:10:12.236Z,160990261223700
"""Gautam @ XR0UMSLq50"" raises to 40",2021-01-06T03:10:10.349Z,160990261035000
"""travis @ KSAenvQzCz"" bets 20",2021-01-06T03:10:04.912Z,160990260491300
"Flop:  [10♦, 2♥, 5♣]",2021-01-06T03:09:56.989Z,160990259699000
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T03:09:56.169Z,160990259617000
"""travis @ KSAenvQzCz"" calls 20",2021-01-06T03:09:45.377Z,160990258537700
"""Asher @ 19TVcwV9oC"" folds",2021-01-06T03:09:42.650Z,160990258265000
"""Cody @ HO1vaicBKi"" folds",2021-01-06T03:09:41.812Z,160990258181300
"The admin approved the player ""Tony @ I8y9iW09Dh"" participation with a stack of 1000.",2021-01-06T03:09:29.504Z,160990256950701
"The player ""Tony @ I8y9iW09Dh"" requested a seat.",2021-01-06T03:09:29.504Z,160990256950700
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T03:09:23.081Z,160990256308508
"""travis @ KSAenvQzCz"" posts a small blind of 10",2021-01-06T03:09:23.081Z,160990256308507
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (460) | #7 ""Cody @ HO1vaicBKi"" (1160) | #8 ""Asher @ 19TVcwV9oC"" (1565) | #9 ""travis @ KSAenvQzCz"" (1815)",2021-01-06T03:09:23.081Z,160990256308502
"-- starting hand #40  (No Limit Texas Hold'em) (dealer: ""Asher @ 19TVcwV9oC"") --",2021-01-06T03:09:23.081Z,160990256308501
"The player ""Tony @ I8y9iW09Dh"" quits the game with a stack of 0.",2021-01-06T03:09:23.081Z,160990256308500
"-- ending hand #39 --",2021-01-06T03:09:17.046Z,160990255704801
"""Asher @ 19TVcwV9oC"" collected 670 from pot with Two Pair, 9's & 5's (combination: 9♠, 9♣, 5♠, 5♣, A♥)",2021-01-06T03:09:17.046Z,160990255704800
"River: 5♠, 5♣, 9♠, J♦ [9♣]",2021-01-06T03:09:14.020Z,160990255402400
"Turn: 5♠, 5♣, 9♠ [J♦]",2021-01-06T03:09:10.999Z,160990255100100
"""Tony @ I8y9iW09Dh"" shows a 4♣, 4♠.",2021-01-06T03:09:10.227Z,160990255022800
"Flop:  [5♠, 5♣, 9♠]",2021-01-06T03:09:07.985Z,160990254798600
"""Asher @ 19TVcwV9oC"" shows a A♥, K♣.",2021-01-06T03:09:06.677Z,160990254667800
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T03:09:04.158Z,160990254415900
"""travis @ KSAenvQzCz"" folds",2021-01-06T03:08:04.850Z,160990248485100
"""Asher @ 19TVcwV9oC"" calls 295",2021-01-06T03:08:01.466Z,160990248146700
"""Cody @ HO1vaicBKi"" folds",2021-01-06T03:08:00.607Z,160990248060800
"""Tony @ I8y9iW09Dh"" raises to 295 and go all in",2021-01-06T03:07:58.412Z,160990247841500
"""Gautam @ XR0UMSLq50"" raises to 60",2021-01-06T03:07:32.564Z,160990245256500
"""travis @ KSAenvQzCz"" posts a big blind of 20",2021-01-06T03:07:18.931Z,160990243893208
"""Asher @ 19TVcwV9oC"" posts a small blind of 10",2021-01-06T03:07:18.931Z,160990243893207
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (520) | #3 ""Tony @ I8y9iW09Dh"" (295) | #7 ""Cody @ HO1vaicBKi"" (1160) | #8 ""Asher @ 19TVcwV9oC"" (1190) | #9 ""travis @ KSAenvQzCz"" (1835)",2021-01-06T03:07:18.931Z,160990243893201
"-- starting hand #39  (No Limit Texas Hold'em) (dealer: ""Cody @ HO1vaicBKi"") --",2021-01-06T03:07:18.931Z,160990243893200
"-- ending hand #38 --",2021-01-06T03:07:12.907Z,160990243290902
"""Cody @ HO1vaicBKi"" collected 200 from pot with Two Pair, A's & 6's (combination: A♣, A♠, 6♣, 6♥, 8♣)",2021-01-06T03:07:12.907Z,160990243290901
"""Cody @ HO1vaicBKi"" shows a 5♣, 6♣.",2021-01-06T03:07:12.907Z,160990243290900
"""Gautam @ XR0UMSLq50"" calls 40",2021-01-06T03:07:12.100Z,160990243210100
"""Cody @ HO1vaicBKi"" bets 40",2021-01-06T03:06:47.942Z,160990240794300
"River: 6♥, A♣, 2♦, A♠ [8♣]",2021-01-06T03:06:41.579Z,160990240158800
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T03:06:40.770Z,160990240077000
"""travis @ KSAenvQzCz"" folds",2021-01-06T03:06:31.603Z,160990239160400
"""Asher @ 19TVcwV9oC"" folds",2021-01-06T03:06:29.198Z,160990238919900
"""Cody @ HO1vaicBKi"" bets 20",2021-01-06T03:06:24.118Z,160990238411900
"Turn: 6♥, A♣, 2♦ [A♠]",2021-01-06T03:06:13.115Z,160990237311700
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T03:06:12.299Z,160990237230000
"""travis @ KSAenvQzCz"" checks",2021-01-06T03:06:02.798Z,160990236279800
"""Asher @ 19TVcwV9oC"" checks",2021-01-06T03:06:01.088Z,160990236108800
"""Cody @ HO1vaicBKi"" checks",2021-01-06T03:06:00.261Z,160990236026200
"Flop:  [6♥, A♣, 2♦]",2021-01-06T03:05:52.267Z,160990235226800
"""Asher @ 19TVcwV9oC"" checks",2021-01-06T03:05:51.460Z,160990235146100
"""Cody @ HO1vaicBKi"" calls 20",2021-01-06T03:05:49.181Z,160990234918200
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T03:05:47.141Z,160990234714200
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T03:05:46.261Z,160990234626100
"""travis @ KSAenvQzCz"" calls 20",2021-01-06T03:05:38.036Z,160990233803700
"""Asher @ 19TVcwV9oC"" posts a big blind of 20",2021-01-06T03:05:33.900Z,160990233390108
"""Cody @ HO1vaicBKi"" posts a small blind of 10",2021-01-06T03:05:33.900Z,160990233390107
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (600) | #3 ""Tony @ I8y9iW09Dh"" (295) | #7 ""Cody @ HO1vaicBKi"" (1040) | #8 ""Asher @ 19TVcwV9oC"" (1210) | #9 ""travis @ KSAenvQzCz"" (1855)",2021-01-06T03:05:33.900Z,160990233390101
"-- starting hand #38  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T03:05:33.900Z,160990233390100
"-- ending hand #37 --",2021-01-06T03:05:30.983Z,160990233098802
"""Cody @ HO1vaicBKi"" collected 20 from pot",2021-01-06T03:05:30.983Z,160990233098801
"Uncalled bet of 10 returned to ""Cody @ HO1vaicBKi""",2021-01-06T03:05:30.983Z,160990233098800
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T03:05:30.161Z,160990233016200
