entry,at,order
"""Asher @ 19TVcwV9oC"" calls 50",2021-01-13T02:05:15.503Z,161050351550300
"The admin approved the player ""trav @ KSAenvQzCz"" participation with a stack of 1000.",2021-01-13T02:05:12.534Z,161050351253700
"""BJ @ ZvsiqtjDfV"" raises to 50",2021-01-13T02:05:10.388Z,161050351038900
"The player ""trav @ KSAenvQzCz"" requested a seat.",2021-01-13T02:05:06.761Z,161050350676200
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-13T02:05:05.122Z,161050350512300
"""Ernie @ JzwM-gY3G_"" folds",2021-01-13T02:04:59.625Z,161050349962600
"""Ravi @ xn9mvyMGGz"" folds",2021-01-13T02:04:56.080Z,161050349608100
"""Gautam @ XR0UMSLq50"" folds",2021-01-13T02:04:52.459Z,161050349246000
"""Cody @ HO1vaicBKi"" folds",2021-01-13T02:04:38.296Z,161050347829700
"""Asher @ 19TVcwV9oC"" posts a big blind of 20",2021-01-13T02:04:35.114Z,161050347514317
"""BJ @ ZvsiqtjDfV"" posts a small blind of 10",2021-01-13T02:04:35.114Z,161050347514316
"Player stacks: #1 ""BJ @ ZvsiqtjDfV"" (1000) | #2 ""Asher @ 19TVcwV9oC"" (1000) | #3 ""Cody @ HO1vaicBKi"" (1000) | #5 ""Gautam @ XR0UMSLq50"" (1000) | #6 ""Ravi @ xn9mvyMGGz"" (1000) | #9 ""Ernie @ JzwM-gY3G_"" (1000) | #10 ""Tony @ I8y9iW09Dh"" (1000)",2021-01-13T02:04:35.114Z,161050347514308
"The player ""Tony @ I8y9iW09Dh"" joined the game with a stack of 1000.",2021-01-13T02:04:35.114Z,161050347514307
"The player ""Ernie @ JzwM-gY3G_"" joined the game with a stack of 1000.",2021-01-13T02:04:35.114Z,161050347514306
"The player ""Ravi @ xn9mvyMGGz"" joined the game with a stack of 1000.",2021-01-13T02:04:35.114Z,161050347514305
"The player ""Gautam @ XR0UMSLq50"" joined the game with a stack of 1000.",2021-01-13T02:04:35.114Z,161050347514304
"The player ""Cody @ HO1vaicBKi"" joined the game with a stack of 1000.",2021-01-13T02:04:35.114Z,161050347514303
"The player ""Asher @ 19TVcwV9oC"" joined the game with a stack of 1000.",2021-01-13T02:04:35.114Z,161050347514302
"The player ""BJ @ ZvsiqtjDfV"" joined the game with a stack of 1000.",2021-01-13T02:04:35.114Z,161050347514301
"-- starting hand #1  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-13T02:04:35.114Z,161050347514300
"The admin approved the player ""Gautam @ XR0UMSLq50"" participation with a stack of 1000.",2021-01-13T02:02:46.612Z,161050336661500
"The player ""Gautam @ XR0UMSLq50"" requested a seat.",2021-01-13T02:02:37.705Z,161050335770600
"The admin approved the player ""Ernie @ JzwM-gY3G_"" participation with a stack of 1000.",2021-01-13T02:02:20.737Z,161050334073900
"The player ""Ernie @ JzwM-gY3G_"" requested a seat.",2021-01-13T02:02:10.700Z,161050333070100
"The admin approved the player ""Asher @ 19TVcwV9oC"" participation with a stack of 1000.",2021-01-13T02:01:27.811Z,161050328782100
"The player ""Asher @ 19TVcwV9oC"" requested a seat.",2021-01-13T02:01:16.664Z,161050327666500
"The admin approved the player ""Cody @ HO1vaicBKi"" participation with a stack of 1000.",2021-01-13T02:00:19.581Z,161050321958300
"The player ""Cody @ HO1vaicBKi"" requested a seat.",2021-01-13T02:00:11.891Z,161050321189100
"The admin approved the player ""BJ @ ZvsiqtjDfV"" participation with a stack of 1000.",2021-01-13T01:59:52.259Z,161050319226100
"The player ""BJ @ ZvsiqtjDfV"" requested a seat.",2021-01-13T01:59:41.621Z,161050318162100
"The admin approved the player ""Ravi @ xn9mvyMGGz"" participation with a stack of 1000.",2021-01-13T01:57:53.083Z,161050307308600
"The player ""Ravi @ xn9mvyMGGz"" requested a seat.",2021-01-13T01:57:16.868Z,161050303686900
"The admin approved the player ""Tony @ I8y9iW09Dh"" participation with a stack of 1000.",2021-01-13T01:52:04.691Z,161050272469501
"The player ""Tony @ I8y9iW09Dh"" requested a seat.",2021-01-13T01:52:04.691Z,161050272469500
