entry,at,order
"-- ending hand #55 --",2021-01-13T04:02:14.502Z,161051053450503
"""Tuts 2021 @ jmPBr71waH"" collected 72 from pot with Straight, J High (combination: J♠, 10♠, 9♣, 8♠, 7♥)",2021-01-13T04:02:14.502Z,161051053450502
"""Tuts 2021 @ jmPBr71waH"" collected 741 from pot with Straight, J High (combination: J♠, 10♠, 9♣, 8♠, 7♥)",2021-01-13T04:02:14.502Z,161051053450501
"""Asher @ 19TVcwV9oC"" collected 741 from pot with Straight, J High (combination: J♠, 10♠, 9♣, 8♦, 7♥)",2021-01-13T04:02:14.502Z,161051053450500
"""Tuts 2021 @ jmPBr71waH"" shows a 4♣, 8♠.",2021-01-13T04:02:12.775Z,161051053277500
"River: 9♣, 10♠, 6♠, 7♥ [J♠]",2021-01-13T04:02:11.473Z,161051053148600
"""BJ @ ZvsiqtjDfV"" shows a 5♣, A♣.",2021-01-13T04:02:10.720Z,161051053072100
"""Asher @ 19TVcwV9oC"" shows a 8♦, 6♣.",2021-01-13T04:02:09.349Z,161051052935000
"""BJ @ ZvsiqtjDfV"" calls 450",2021-01-13T04:02:07.648Z,161051052764900
"""Tuts 2021 @ jmPBr71waH"" raises to 450 and go all in",2021-01-13T04:02:06.175Z,161051052617600
"""Ravi @ xn9mvyMGGz"" folds",2021-01-13T04:01:51.348Z,161051051134900
"""Asher @ 19TVcwV9oC"" raises to 414 and go all in",2021-01-13T04:01:43.287Z,161051050328700
"""BJ @ ZvsiqtjDfV"" calls 120",2021-01-13T04:01:39.990Z,161051049999100
"""Tuts 2021 @ jmPBr71waH"" raises to 120",2021-01-13T04:01:39.058Z,161051049905900
"""Ravi @ xn9mvyMGGz"" bets 20",2021-01-13T04:01:34.347Z,161051049434800
"Turn: 9♣, 10♠, 6♠ [7♥]",2021-01-13T04:01:26.268Z,161051048627100
"""Gautam @ XR0UMSLq50"" folds",2021-01-13T04:01:25.459Z,161051048546000
"""Cody @ HO1vaicBKi"" folds",2021-01-13T04:01:18.300Z,161051047830100
"""Asher @ 19TVcwV9oC"" calls 20",2021-01-13T04:01:17.449Z,161051047745000
"""BJ @ ZvsiqtjDfV"" calls 20",2021-01-13T04:01:10.924Z,161051047092500
"""Tony @ I8y9iW09Dh"" folds",2021-01-13T04:01:10.093Z,161051047009400
"""Tuts 2021 @ jmPBr71waH"" calls 20",2021-01-13T04:01:07.862Z,161051046786300
"""Ravi @ xn9mvyMGGz"" bets 20",2021-01-13T04:01:04.845Z,161051046484600
"Flop:  [9♣, 10♠, 6♠]",2021-01-13T04:00:58.197Z,161051045819800
"""Tuts 2021 @ jmPBr71waH"" checks",2021-01-13T04:00:57.390Z,161051045739000
"""Ravi @ xn9mvyMGGz"" calls 20",2021-01-13T04:00:55.794Z,161051045579400
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-13T04:00:54.900Z,161051045490100
"""Cody @ HO1vaicBKi"" calls 20",2021-01-13T04:00:53.996Z,161051045399700
"""Asher @ 19TVcwV9oC"" calls 20",2021-01-13T04:00:53.149Z,161051045315000
"""BJ @ ZvsiqtjDfV"" calls 20",2021-01-13T04:00:52.309Z,161051045230900
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-13T04:00:51.470Z,161051045147100
"""Tuts 2021 @ jmPBr71waH"" posts a big blind of 20",2021-01-13T04:00:49.233Z,161051044923410
"""Ravi @ xn9mvyMGGz"" posts a small blind of 10",2021-01-13T04:00:49.233Z,161051044923409
"Player stacks: #1 ""BJ @ ZvsiqtjDfV"" (1019) | #2 ""Asher @ 19TVcwV9oC"" (454) | #3 ""Cody @ HO1vaicBKi"" (2470) | #5 ""Gautam @ XR0UMSLq50"" (2460) | #6 ""Ravi @ xn9mvyMGGz"" (1676) | #8 ""Tuts 2021 @ jmPBr71waH"" (490) | #10 ""Tony @ I8y9iW09Dh"" (4431)",2021-01-13T04:00:49.233Z,161051044923401
"-- starting hand #55  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-13T04:00:49.233Z,161051044923400
"-- ending hand #54 --",2021-01-13T04:00:46.307Z,161051044630802
"""Ravi @ xn9mvyMGGz"" collected 120 from pot",2021-01-13T04:00:46.307Z,161051044630801
"Uncalled bet of 120 returned to ""Ravi @ xn9mvyMGGz""",2021-01-13T04:00:46.307Z,161051044630800
"""Gautam @ XR0UMSLq50"" folds",2021-01-13T04:00:45.483Z,161051044548400
"""Tuts 2021 @ jmPBr71waH"" folds",2021-01-13T04:00:41.265Z,161051044126500
"""Ravi @ xn9mvyMGGz"" bets 120",2021-01-13T04:00:37.340Z,161051043734100
"""Gautam @ XR0UMSLq50"" checks",2021-01-13T04:00:32.448Z,161051043244900
"Flop:  [5♥, 6♦, 6♣]",2021-01-13T04:00:28.357Z,161051042835900
"""Ravi @ xn9mvyMGGz"" calls 40",2021-01-13T04:00:27.550Z,161051042755100
"""Gautam @ XR0UMSLq50"" calls 40",2021-01-13T04:00:24.391Z,161051042439200
"""Cody @ HO1vaicBKi"" folds",2021-01-13T04:00:21.971Z,161051042197200
"""Asher @ 19TVcwV9oC"" folds",2021-01-13T04:00:21.125Z,161051042112600
"""BJ @ ZvsiqtjDfV"" folds",2021-01-13T04:00:20.284Z,161051042028400
"""Tony @ I8y9iW09Dh"" folds",2021-01-13T04:00:19.438Z,161051041943800
"""Tuts 2021 @ jmPBr71waH"" raises to 40",2021-01-13T04:00:15.638Z,161051041563900
"""Ravi @ xn9mvyMGGz"" posts a big blind of 20",2021-01-13T03:59:58.078Z,161051039808010
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-13T03:59:58.078Z,161051039808009
"Player stacks: #1 ""BJ @ ZvsiqtjDfV"" (1019) | #2 ""Asher @ 19TVcwV9oC"" (454) | #3 ""Cody @ HO1vaicBKi"" (2470) | #5 ""Gautam @ XR0UMSLq50"" (2500) | #6 ""Ravi @ xn9mvyMGGz"" (1596) | #8 ""Tuts 2021 @ jmPBr71waH"" (530) | #10 ""Tony @ I8y9iW09Dh"" (4431)",2021-01-13T03:59:58.078Z,161051039808001
"-- starting hand #54  (No Limit Texas Hold'em) (dealer: ""Cody @ HO1vaicBKi"") --",2021-01-13T03:59:58.078Z,161051039808000
"""Gautam @ XR0UMSLq50"" shows a K♦, 3♦.",2021-01-13T03:59:53.302Z,161051039330300
"-- ending hand #53 --",2021-01-13T03:59:51.544Z,161051039154602
"""Tony @ I8y9iW09Dh"" collected 1348 from pot with Two Pair, K's & 8's (combination: K♥, K♠, 8♦, 8♣, Q♦)",2021-01-13T03:59:51.544Z,161051039154601
"""Tony @ I8y9iW09Dh"" shows a K♥, Q♦.",2021-01-13T03:59:51.544Z,161051039154600
"""Gautam @ XR0UMSLq50"" calls 288",2021-01-13T03:59:50.740Z,161051039074000
"""Tony @ I8y9iW09Dh"" bets 288",2021-01-13T03:58:51.451Z,161051033145100
"""Gautam @ XR0UMSLq50"" checks",2021-01-13T03:57:47.634Z,161051026763500
"River: 8♦, 8♣, K♠, 9♦ [4♥]",2021-01-13T03:56:51.528Z,161051021153300
"""BJ @ ZvsiqtjDfV"" folds",2021-01-13T03:56:50.724Z,161051021072400
"""Tony @ I8y9iW09Dh"" calls 201",2021-01-13T03:56:49.892Z,161051020989200
"""Gautam @ XR0UMSLq50"" bets 201",2021-01-13T03:56:31.369Z,161051019137000
"Turn: 8♦, 8♣, K♠ [9♦]",2021-01-13T03:56:15.016Z,161051017501900
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-13T03:56:14.209Z,161051017421000
"""BJ @ ZvsiqtjDfV"" calls 60",2021-01-13T03:56:12.542Z,161051017254200
"""Tony @ I8y9iW09Dh"" raises to 60",2021-01-13T03:56:11.267Z,161051017126700
"""Gautam @ XR0UMSLq50"" bets 20",2021-01-13T03:56:05.962Z,161051016596200
"Flop:  [8♦, 8♣, K♠]",2021-01-13T03:55:55.547Z,161051015554900
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-13T03:55:54.737Z,161051015473800
"""Cody @ HO1vaicBKi"" folds",2021-01-13T03:55:52.443Z,161051015244400
"""Asher @ 19TVcwV9oC"" folds",2021-01-13T03:55:51.602Z,161051015160200
"""BJ @ ZvsiqtjDfV"" calls 60",2021-01-13T03:55:50.769Z,161051015077000
"""Tony @ I8y9iW09Dh"" raises to 60",2021-01-13T03:55:45.491Z,161051014549100
"""Tuts 2021 @ jmPBr71waH"" folds",2021-01-13T03:55:39.441Z,161051013945000
"""Ravi @ xn9mvyMGGz"" folds",2021-01-13T03:55:38.594Z,161051013859500
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-13T03:55:36.820Z,161051013682110
"""Cody @ HO1vaicBKi"" posts a small blind of 10",2021-01-13T03:55:36.820Z,161051013682109
"Player stacks: #1 ""BJ @ ZvsiqtjDfV"" (1139) | #2 ""Asher @ 19TVcwV9oC"" (454) | #3 ""Cody @ HO1vaicBKi"" (2480) | #5 ""Gautam @ XR0UMSLq50"" (3109) | #6 ""Ravi @ xn9mvyMGGz"" (1596) | #8 ""Tuts 2021 @ jmPBr71waH"" (530) | #10 ""Tony @ I8y9iW09Dh"" (3692)",2021-01-13T03:55:36.820Z,161051013682101
"-- starting hand #53  (No Limit Texas Hold'em) (dealer: ""Asher @ 19TVcwV9oC"") --",2021-01-13T03:55:36.820Z,161051013682100
"-- ending hand #52 --",2021-01-13T03:55:33.908Z,161051013390902
"""BJ @ ZvsiqtjDfV"" collected 150 from pot",2021-01-13T03:55:33.908Z,161051013390901
"Uncalled bet of 150 returned to ""BJ @ ZvsiqtjDfV""",2021-01-13T03:55:33.908Z,161051013390900
"""Tuts 2021 @ jmPBr71waH"" folds",2021-01-13T03:55:33.102Z,161051013310300
"""BJ @ ZvsiqtjDfV"" bets 150",2021-01-13T03:55:30.718Z,161051013071900
"""Tuts 2021 @ jmPBr71waH"" checks",2021-01-13T03:55:28.394Z,161051012839500
"Flop:  [K♠, 5♥, A♣]",2021-01-13T03:55:24.580Z,161051012458100
"""Cody @ HO1vaicBKi"" folds",2021-01-13T03:55:23.768Z,161051012376900
"""Asher @ 19TVcwV9oC"" folds",2021-01-13T03:55:22.924Z,161051012292500
"""BJ @ ZvsiqtjDfV"" calls 60",2021-01-13T03:55:22.094Z,161051012209500
"""Tony @ I8y9iW09Dh"" folds",2021-01-13T03:55:21.254Z,161051012125500
"""Tuts 2021 @ jmPBr71waH"" raises to 60",2021-01-13T03:55:12.392Z,161051011239300
"""Ravi @ xn9mvyMGGz"" folds",2021-01-13T03:55:07.741Z,161051010774200
"""Gautam @ XR0UMSLq50"" folds",2021-01-13T03:55:06.843Z,161051010684400
"""Cody @ HO1vaicBKi"" posts a big blind of 20",2021-01-13T03:55:04.670Z,161051010467110
"""Asher @ 19TVcwV9oC"" posts a small blind of 10",2021-01-13T03:55:04.670Z,161051010467109
"Player stacks: #1 ""BJ @ ZvsiqtjDfV"" (1049) | #2 ""Asher @ 19TVcwV9oC"" (464) | #3 ""Cody @ HO1vaicBKi"" (2500) | #5 ""Gautam @ XR0UMSLq50"" (3109) | #6 ""Ravi @ xn9mvyMGGz"" (1596) | #8 ""Tuts 2021 @ jmPBr71waH"" (590) | #10 ""Tony @ I8y9iW09Dh"" (3692)",2021-01-13T03:55:04.670Z,161051010467101
"-- starting hand #52  (No Limit Texas Hold'em) (dealer: ""BJ @ ZvsiqtjDfV"") --",2021-01-13T03:55:04.670Z,161051010467100
"-- ending hand #51 --",2021-01-13T03:55:01.756Z,161051010175702
"""Cody @ HO1vaicBKi"" collected 200 from pot",2021-01-13T03:55:01.756Z,161051010175701
"Uncalled bet of 80 returned to ""Cody @ HO1vaicBKi""",2021-01-13T03:55:01.756Z,161051010175700
"""BJ @ ZvsiqtjDfV"" folds",2021-01-13T03:55:00.940Z,161051010094100
"""Ravi @ xn9mvyMGGz"" folds",2021-01-13T03:55:00.093Z,161051010009400
"""Cody @ HO1vaicBKi"" bets 80",2021-01-13T03:54:58.407Z,161051009840800
"""BJ @ ZvsiqtjDfV"" checks",2021-01-13T03:54:53.558Z,161051009355900
"Flop:  [10♠, 3♠, 8♣]",2021-01-13T03:54:51.863Z,161051009186500
"""Asher @ 19TVcwV9oC"" folds",2021-01-13T03:54:51.057Z,161051009105800
"""BJ @ ZvsiqtjDfV"" calls 60",2021-01-13T03:54:50.212Z,161051009021300
"""Tony @ I8y9iW09Dh"" folds",2021-01-13T03:54:46.606Z,161051008660700
"""Tuts 2021 @ jmPBr71waH"" folds",2021-01-13T03:54:45.724Z,161051008572500
"""Ravi @ xn9mvyMGGz"" calls 60",2021-01-13T03:54:44.878Z,161051008487900
"""Gautam @ XR0UMSLq50"" folds",2021-01-13T03:54:43.417Z,161051008341700
"""Cody @ HO1vaicBKi"" raises to 60",2021-01-13T03:54:42.497Z,161051008249800
"""Asher @ 19TVcwV9oC"" posts a big blind of 20",2021-01-13T03:54:34.503Z,161051007450410
"""BJ @ ZvsiqtjDfV"" posts a small blind of 10",2021-01-13T03:54:34.503Z,161051007450409
"Player stacks: #1 ""BJ @ ZvsiqtjDfV"" (1109) | #2 ""Asher @ 19TVcwV9oC"" (484) | #3 ""Cody @ HO1vaicBKi"" (2360) | #5 ""Gautam @ XR0UMSLq50"" (3109) | #6 ""Ravi @ xn9mvyMGGz"" (1656) | #8 ""Tuts 2021 @ jmPBr71waH"" (590) | #10 ""Tony @ I8y9iW09Dh"" (3692)",2021-01-13T03:54:34.503Z,161051007450401
"-- starting hand #51  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-13T03:54:34.503Z,161051007450400
"-- ending hand #50 --",2021-01-13T03:54:31.588Z,161051007158902
"""BJ @ ZvsiqtjDfV"" collected 160 from pot",2021-01-13T03:54:31.588Z,161051007158901
"Uncalled bet of 100 returned to ""BJ @ ZvsiqtjDfV""",2021-01-13T03:54:31.588Z,161051007158900
"""Tony @ I8y9iW09Dh"" folds",2021-01-13T03:54:30.775Z,161051007077600
"""Tuts 2021 @ jmPBr71waH"" folds",2021-01-13T03:54:29.892Z,161051006989300
"""Gautam @ XR0UMSLq50"" folds",2021-01-13T03:54:29.031Z,161051006903200
"""BJ @ ZvsiqtjDfV"" bets 100",2021-01-13T03:53:47.587Z,161051002758800
"""Tony @ I8y9iW09Dh"" checks",2021-01-13T03:53:41.861Z,161051002186200
"Flop:  [8♦, 5♦, J♥]",2021-01-13T03:53:22.058Z,161051000206000
"""BJ @ ZvsiqtjDfV"" calls 40",2021-01-13T03:53:21.253Z,161051000125400
"""Tony @ I8y9iW09Dh"" calls 40",2021-01-13T03:53:20.422Z,161051000042300
"""Tuts 2021 @ jmPBr71waH"" calls 40",2021-01-13T03:53:09.239Z,161050998924000
"""Ravi @ xn9mvyMGGz"" folds",2021-01-13T03:53:06.868Z,161050998686900
"""Gautam @ XR0UMSLq50"" raises to 40",2021-01-13T03:53:05.990Z,161050998599100
"""Cody @ HO1vaicBKi"" folds",2021-01-13T03:52:54.661Z,161050997466100
"""Asher @ 19TVcwV9oC"" folds",2021-01-13T03:52:50.639Z,161050997063900
"""BJ @ ZvsiqtjDfV"" posts a big blind of 20",2021-01-13T03:52:47.642Z,161050996765211
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-13T03:52:47.642Z,161050996765210
"Player stacks: #1 ""BJ @ ZvsiqtjDfV"" (989) | #2 ""Asher @ 19TVcwV9oC"" (484) | #3 ""Cody @ HO1vaicBKi"" (2360) | #5 ""Gautam @ XR0UMSLq50"" (3149) | #6 ""Ravi @ xn9mvyMGGz"" (1656) | #8 ""Tuts 2021 @ jmPBr71waH"" (630) | #10 ""Tony @ I8y9iW09Dh"" (3732)",2021-01-13T03:52:47.642Z,161050996765202
"-- starting hand #50  (No Limit Texas Hold'em) (dead button) --",2021-01-13T03:52:47.642Z,161050996765201
"The player ""trav 2.0 @ KSAenvQzCz"" quits the game with a stack of 0.",2021-01-13T03:52:47.642Z,161050996765200
"-- ending hand #49 --",2021-01-13T03:52:41.601Z,161050996160301
"""Cody @ HO1vaicBKi"" collected 2080 from pot with Pair, K's (combination: K♠, K♣, J♥, 10♣, 7♥)",2021-01-13T03:52:41.601Z,161050996160300
"River: 10♣, 2♦, 3♦, 7♥ [J♥]",2021-01-13T03:52:38.566Z,161050995857000
"Turn: 10♣, 2♦, 3♦ [7♥]",2021-01-13T03:52:35.547Z,161050995555000
"Flop:  [10♣, 2♦, 3♦]",2021-01-13T03:52:32.512Z,161050995251300
"""trav 2.0 @ KSAenvQzCz"" shows a A♦, K♦.",2021-01-13T03:52:30.366Z,161050995036700
"""Cody @ HO1vaicBKi"" shows a K♠, K♣.",2021-01-13T03:52:29.879Z,161050994988000
"Uncalled bet of 280 returned to ""Cody @ HO1vaicBKi""",2021-01-13T03:52:29.494Z,161050994949700
"""trav 2.0 @ KSAenvQzCz"" calls 950 and go all in",2021-01-13T03:52:28.687Z,161050994868800
"""Ravi @ xn9mvyMGGz"" folds",2021-01-13T03:52:19.261Z,161050993926200
"""Gautam @ XR0UMSLq50"" folds",2021-01-13T03:52:17.979Z,161050993798000
"""Cody @ HO1vaicBKi"" raises to 1230 and go all in",2021-01-13T03:52:12.578Z,161050993257900
"""Tony @ I8y9iW09Dh"" folds",2021-01-13T03:52:09.900Z,161050992990100
"""trav 2.0 @ KSAenvQzCz"" raises to 200",2021-01-13T03:52:02.832Z,161050992283200
"""Tuts 2021 @ jmPBr71waH"" folds",2021-01-13T03:51:50.013Z,161050991001400
"""Ravi @ xn9mvyMGGz"" calls 80",2021-01-13T03:51:49.175Z,161050990917600
"""Gautam @ XR0UMSLq50"" calls 80",2021-01-13T03:51:48.293Z,161050990829300
"""Cody @ HO1vaicBKi"" raises to 80",2021-01-13T03:51:36.540Z,161050989654100
"""Asher @ 19TVcwV9oC"" folds",2021-01-13T03:51:26.044Z,161050988604500
"""BJ @ ZvsiqtjDfV"" folds",2021-01-13T03:51:25.189Z,161050988519000
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-13T03:51:14.180Z,161050987418411
"""trav 2.0 @ KSAenvQzCz"" posts a small blind of 10",2021-01-13T03:51:14.180Z,161050987418410
"Player stacks: #1 ""BJ @ ZvsiqtjDfV"" (989) | #2 ""Asher @ 19TVcwV9oC"" (484) | #3 ""Cody @ HO1vaicBKi"" (1230) | #5 ""Gautam @ XR0UMSLq50"" (3229) | #6 ""Ravi @ xn9mvyMGGz"" (1736) | #8 ""Tuts 2021 @ jmPBr71waH"" (630) | #9 ""trav 2.0 @ KSAenvQzCz"" (950) | #10 ""Tony @ I8y9iW09Dh"" (3752)",2021-01-13T03:51:14.180Z,161050987418401
"-- starting hand #49  (No Limit Texas Hold'em) (dealer: ""Tuts 2021 @ jmPBr71waH"") --",2021-01-13T03:51:14.180Z,161050987418400
"""Ravi @ xn9mvyMGGz"" shows a 9♥, 6♥.",2021-01-13T03:51:11.861Z,161050987186200
"""Gautam @ XR0UMSLq50"" shows a A♥, 3♠.",2021-01-13T03:51:11.384Z,161050987138400
"-- ending hand #48 --",2021-01-13T03:51:07.156Z,161050986715802
"""Cody @ HO1vaicBKi"" collected 390 from pot with Straight, A High (combination: A♣, K♥, Q♠, J♠, 10♠)",2021-01-13T03:51:07.156Z,161050986715801
"""Cody @ HO1vaicBKi"" shows a Q♠, J♠.",2021-01-13T03:51:07.156Z,161050986715800
"""Gautam @ XR0UMSLq50"" calls 80",2021-01-13T03:51:06.349Z,161050986634900
"""Cody @ HO1vaicBKi"" bets 80",2021-01-13T03:50:53.886Z,161050985388700
"River: K♥, 10♠, 8♥, A♣ [7♥]",2021-01-13T03:50:47.650Z,161050984765500
"""Gautam @ XR0UMSLq50"" calls 40",2021-01-13T03:50:46.841Z,161050984684100
"""Cody @ HO1vaicBKi"" bets 40",2021-01-13T03:50:45.181Z,161050984518200
"Turn: K♥, 10♠, 8♥ [A♣]",2021-01-13T03:50:33.815Z,161050983381700
"""Gautam @ XR0UMSLq50"" checks",2021-01-13T03:50:33.007Z,161050983300800
"""Cody @ HO1vaicBKi"" checks",2021-01-13T03:50:31.250Z,161050983125100
"Flop:  [K♥, 10♠, 8♥]",2021-01-13T03:50:23.925Z,161050982392600
"""trav 2.0 @ KSAenvQzCz"" folds",2021-01-13T03:50:23.106Z,161050982310700
"""Tuts 2021 @ jmPBr71waH"" folds",2021-01-13T03:50:22.256Z,161050982225600
"""Ravi @ xn9mvyMGGz"" folds",2021-01-13T03:50:12.638Z,161050981263900
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-13T03:50:10.955Z,161050981095600
"""Cody @ HO1vaicBKi"" raises to 60",2021-01-13T03:50:05.753Z,161050980575400
"""Asher @ 19TVcwV9oC"" folds",2021-01-13T03:49:56.168Z,161050979616900
"""BJ @ ZvsiqtjDfV"" folds",2021-01-13T03:49:55.327Z,161050979532800
"""Tony @ I8y9iW09Dh"" folds",2021-01-13T03:49:54.487Z,161050979448800
"""trav 2.0 @ KSAenvQzCz"" posts a big blind of 20",2021-01-13T03:49:34.305Z,161050977430711
"""Tuts 2021 @ jmPBr71waH"" posts a small blind of 10",2021-01-13T03:49:34.305Z,161050977430710
"Player stacks: #1 ""BJ @ ZvsiqtjDfV"" (989) | #2 ""Asher @ 19TVcwV9oC"" (484) | #3 ""Cody @ HO1vaicBKi"" (1020) | #5 ""Gautam @ XR0UMSLq50"" (3409) | #6 ""Ravi @ xn9mvyMGGz"" (1736) | #8 ""Tuts 2021 @ jmPBr71waH"" (640) | #9 ""trav 2.0 @ KSAenvQzCz"" (970) | #10 ""Tony @ I8y9iW09Dh"" (3752)",2021-01-13T03:49:34.305Z,161050977430701
"-- starting hand #48  (No Limit Texas Hold'em) (dealer: ""Ravi @ xn9mvyMGGz"") --",2021-01-13T03:49:34.305Z,161050977430700
"-- ending hand #47 --",2021-01-13T03:49:31.394Z,161050977139502
"""Tony @ I8y9iW09Dh"" collected 400 from pot",2021-01-13T03:49:31.394Z,161050977139501
"Uncalled bet of 400 returned to ""Tony @ I8y9iW09Dh""",2021-01-13T03:49:31.394Z,161050977139500
"""Cody @ HO1vaicBKi"" folds",2021-01-13T03:49:30.585Z,161050977058600
"""Tony @ I8y9iW09Dh"" bets 400",2021-01-13T03:49:06.237Z,161050974623800
"River: 2♠, Q♦, K♦, 7♠ [K♣]",2021-01-13T03:48:25.473Z,161050970548000
"""Cody @ HO1vaicBKi"" calls 80",2021-01-13T03:48:24.669Z,161050970466900
"""Tony @ I8y9iW09Dh"" bets 80",2021-01-13T03:48:22.456Z,161050970245700
"Turn: 2♠, Q♦, K♦ [7♠]",2021-01-13T03:48:02.232Z,161050968223400
"""Tuts 2021 @ jmPBr71waH"" folds",2021-01-13T03:48:01.424Z,161050968142500
"""Ravi @ xn9mvyMGGz"" folds",2021-01-13T03:48:00.583Z,161050968058400
"""Cody @ HO1vaicBKi"" calls 40",2021-01-13T03:47:58.195Z,161050967819600
"""Tony @ I8y9iW09Dh"" bets 40",2021-01-13T03:47:56.119Z,161050967612100
"""Tuts 2021 @ jmPBr71waH"" checks",2021-01-13T03:47:49.426Z,161050966942700
"""Ravi @ xn9mvyMGGz"" checks",2021-01-13T03:47:45.738Z,161050966573800
"Flop:  [2♠, Q♦, K♦]",2021-01-13T03:47:32.201Z,161050965220200
"""Tony @ I8y9iW09Dh"" calls 40",2021-01-13T03:47:31.394Z,161050965139400
"""Tuts 2021 @ jmPBr71waH"" calls 40",2021-01-13T03:47:28.929Z,161050964893000
"""Ravi @ xn9mvyMGGz"" calls 40",2021-01-13T03:47:24.188Z,161050964418900
"""Gautam @ XR0UMSLq50"" folds",2021-01-13T03:47:23.308Z,161050964330900
"""Cody @ HO1vaicBKi"" raises to 40",2021-01-13T03:47:12.969Z,161050963296900
"""Asher @ 19TVcwV9oC"" folds",2021-01-13T03:47:07.389Z,161050962739000
"""BJ @ ZvsiqtjDfV"" folds",2021-01-13T03:47:06.549Z,161050962655000
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-13T03:47:00.059Z,161050962006000
"""trav 2.0 @ KSAenvQzCz"" folds",2021-01-13T03:46:56.896Z,161050961689600
"""Tuts 2021 @ jmPBr71waH"" posts a big blind of 20",2021-01-13T03:46:53.723Z,161050961372411
"""Ravi @ xn9mvyMGGz"" posts a small blind of 10",2021-01-13T03:46:53.723Z,161050961372410
"Player stacks: #1 ""BJ @ ZvsiqtjDfV"" (989) | #2 ""Asher @ 19TVcwV9oC"" (484) | #3 ""Cody @ HO1vaicBKi"" (1180) | #5 ""Gautam @ XR0UMSLq50"" (3409) | #6 ""Ravi @ xn9mvyMGGz"" (1776) | #8 ""Tuts 2021 @ jmPBr71waH"" (680) | #9 ""trav 2.0 @ KSAenvQzCz"" (970) | #10 ""Tony @ I8y9iW09Dh"" (3512)",2021-01-13T03:46:53.723Z,161050961372401
"-- starting hand #47  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-13T03:46:53.723Z,161050961372400
"-- ending hand #46 --",2021-01-13T03:46:50.805Z,161050961080602
"""Asher @ 19TVcwV9oC"" collected 180 from pot",2021-01-13T03:46:50.805Z,161050961080601
"Uncalled bet of 135 returned to ""Asher @ 19TVcwV9oC""",2021-01-13T03:46:50.805Z,161050961080600
"""Ravi @ xn9mvyMGGz"" folds",2021-01-13T03:46:49.996Z,161050960999700
"""Gautam @ XR0UMSLq50"" folds",2021-01-13T03:46:49.107Z,161050960910800
"""Asher @ 19TVcwV9oC"" bets 135",2021-01-13T03:46:41.422Z,161050960142300
"""Ravi @ xn9mvyMGGz"" checks",2021-01-13T03:46:37.643Z,161050959764400
"""Gautam @ XR0UMSLq50"" checks",2021-01-13T03:46:36.698Z,161050959669900
"Flop:  [5♥, J♠, 2♦]",2021-01-13T03:46:32.208Z,161050959220900
"""Ravi @ xn9mvyMGGz"" calls 60",2021-01-13T03:46:31.401Z,161050959140200
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-13T03:46:30.155Z,161050959015600
"""Cody @ HO1vaicBKi"" folds",2021-01-13T03:46:27.059Z,161050958706000
"""Asher @ 19TVcwV9oC"" raises to 60",2021-01-13T03:46:25.656Z,161050958565700
"""BJ @ ZvsiqtjDfV"" folds",2021-01-13T03:46:19.639Z,161050957964000
"""Tony @ I8y9iW09Dh"" folds",2021-01-13T03:46:18.799Z,161050957879900
"""trav 2.0 @ KSAenvQzCz"" folds",2021-01-13T03:46:17.918Z,161050957791900
"""Tuts 2021 @ jmPBr71waH"" folds",2021-01-13T03:46:17.062Z,161050957706300
"""Ravi @ xn9mvyMGGz"" posts a big blind of 20",2021-01-13T03:45:48.898Z,161050954889911
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-13T03:45:48.898Z,161050954889910
"Player stacks: #1 ""BJ @ ZvsiqtjDfV"" (989) | #2 ""Asher @ 19TVcwV9oC"" (364) | #3 ""Cody @ HO1vaicBKi"" (1180) | #5 ""Gautam @ XR0UMSLq50"" (3469) | #6 ""Ravi @ xn9mvyMGGz"" (1836) | #8 ""Tuts 2021 @ jmPBr71waH"" (680) | #9 ""trav 2.0 @ KSAenvQzCz"" (970) | #10 ""Tony @ I8y9iW09Dh"" (3512)",2021-01-13T03:45:48.898Z,161050954889901
"-- starting hand #46  (No Limit Texas Hold'em) (dealer: ""Cody @ HO1vaicBKi"") --",2021-01-13T03:45:48.898Z,161050954889900
"-- ending hand #45 --",2021-01-13T03:45:45.984Z,161050954598502
"""BJ @ ZvsiqtjDfV"" collected 600 from pot",2021-01-13T03:45:45.984Z,161050954598501
"Uncalled bet of 389 returned to ""BJ @ ZvsiqtjDfV""",2021-01-13T03:45:45.984Z,161050954598500
